exposure	outcome	pt	pve.exposure	samplesize.exposure	samplesize.outcome	nsnps	k.outcome	method	b	se	pval	outliers_removed	logistic	or	beta	F	Alpha	NCP	Power
Wood2014height	covidhgi2020B2v6alleur	5e-8	0.11191115984186034	253288	1388208	364	0.013402170279958046	Inverse variance weighted (fixed effects)	0.05616532866605313	0.024989068469015826	0.024601967133628222	FALSE	TRUE	1.0577725494056398	NA	87.55963145138816	0.05	6.845941138993398	0.7442546559958543
Wood2014height	covidhgi2020C2v6alleur	5e-8	0.11205690801435621	253288	1388208	365	0.07043829166810738	Inverse variance weighted (fixed effects)	0.03763551794534235	0.008921467640607583	2.458954830990354e-5	FALSE	TRUE	1.0383527029723707	NA	87.4474691391295	0.05	14.902888352372411	0.9713137406747806
Betham2015lupus	covidhgi2020A2v6alleur	5e-8	0.16848143867544502	23210	1388208	42	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.01990252134561093	0.03527095510367471	0.5725669318124345	FALSE	TRUE	0.9802942264115816	NA	111.76366181504503	0.05	0.49726434953020676	0.10862461540854651
Betham2015lupus	covidhgi2020A2v6alleur	5e-8	0.16200695156579428	23210	1388208	40	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.004938449876405312	0.035834752796291454	0.8903892004005626	TRUE	TRUE	0.995073724218555	NA	111.98001784863833	0.05	0.02987774708478512	0.05342959998390295
Betham2015lupus	covidhgi2020B2v6alleur	5e-8	0.16848143867544502	23210	1388208	42	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.014925172375329547	0.021228585749694245	0.4820124030635548	FALSE	TRUE	0.9851856559475127	NA	111.76366181504503	0.05	0.6789854643172029	0.13067192292180874
Betham2015lupus	covidhgi2020B2v6alleur	5e-8	0.16613331680913154	23210	1388208	41	0.013402170279958046	Inverse variance weighted (fixed effects)	4.398303005223616e-4	0.02137379882831994	0.9835822801959855	TRUE	TRUE	1.0004399270400515	NA	112.5809220897042	0.05	5.901776504709588e-4	0.05006760778392927
Betham2015lupus	covidhgi2020C2v6alleur	5e-8	0.17277269345170274	23210	1388208	43	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.017057102260206698	0.007544328087491655	0.02376437559327026	FALSE	TRUE	0.9830875465112312	NA	112.52080699933545	0.05	4.502704262055694	0.5643669107334888
Patsopoulos2019multscler	covidhgi2020A2v6alleur	5e-8	0.04075574798427342	115803	1388208	70	0.005504218388022544	Inverse variance weighted (fixed effects)	0.18880932924187221	0.07297888743924838	0.009676575492274781	FALSE	TRUE	1.2078106363566155	NA	70.24494567027725	0.05	13.3471039999504	0.954810795816474
Patsopoulos2019multscler	covidhgi2020A2v6alleur	5e-8	0.04047892814926362	115803	1388208	69	0.005504218388022544	Inverse variance weighted (fixed effects)	0.15488753011149448	0.0736247665746286	0.03540093915562571	TRUE	TRUE	1.1675266421292807	NA	70.75915008099875	0.05	8.618187892740139	0.835396651874395
Patsopoulos2019multscler	covidhgi2020B2v6alleur	5e-8	0.04075574798427342	115803	1388208	70	0.013402170279958046	Inverse variance weighted (fixed effects)	0.11185982844706023	0.043195934928434335	0.009608986620976416	FALSE	TRUE	1.1183560879481784	NA	70.24494567027725	0.05	10.448246436593184	0.8983864958958581
Patsopoulos2019multscler	covidhgi2020C2v6alleur	5e-8	0.04294896432065701	115803	1388208	71	0.07043829166810738	Inverse variance weighted (fixed effects)	0.008995976201080001	0.015169890032951801	0.5531709433055343	FALSE	TRUE	1.0090365616054724	NA	73.14909461225129	0.05	0.31838333427062987	0.08719881333480406
Malik2018ais	covidhgi2020A2v6alleur	5e-8	8.338516222137161e-4	440328	1388208	9	0.005504218388022544	Inverse variance weighted (fixed effects)	0.6128960915493495	0.5075054807732479	0.22717653632909518	FALSE	TRUE	1.845769182226751	NA	40.829587883635426	0.05	4.508162587336766	0.5648729937257815
Malik2018ais	covidhgi2020A2v6alleur	5e-8	6.226177629688501e-4	440328	1388208	7	0.005504218388022544	Inverse variance weighted (fixed effects)	0.3320460702938255	0.5808561868213409	0.5675595448143833	TRUE	TRUE	1.3938170605948912	NA	39.18883586395384	0.05	0.7312236035385813	0.13705101506374995
Malik2018ais	covidhgi2020B2v6alleur	5e-8	8.338516222137161e-4	440328	1388208	9	0.013402170279958046	Inverse variance weighted (fixed effects)	0.5273457529661104	0.3034644863686733	0.08225467578800567	FALSE	TRUE	1.6944289017986027	NA	40.829587883635426	0.05	7.291126821484118	0.7704258085318104
Malik2018ais	covidhgi2020B2v6alleur	5e-8	6.226177629688501e-4	440328	1388208	7	0.013402170279958046	Inverse variance weighted (fixed effects)	0.09298646010426215	0.35252104007709606	0.7919528126775117	TRUE	TRUE	1.097446875851208	NA	39.18883586395384	0.05	0.10825499186747349	0.06249130788503143
Malik2018ais	covidhgi2020C2v6alleur	5e-8	8.338516222137161e-4	440328	1388208	9	0.07043829166810738	Inverse variance weighted (fixed effects)	0.4594815212344779	0.10691806669226286	1.7272703024373803e-5	FALSE	TRUE	1.5832528891490203	NA	40.829587883635426	0.05	24.28797318753883	0.9985028330316936
Malik2018ais	covidhgi2020C2v6alleur	5e-8	6.226177629688501e-4	440328	1388208	7	0.07043829166810738	Inverse variance weighted (fixed effects)	0.11368095744129988	0.12453170506237522	0.36131218508684526	TRUE	TRUE	1.120394614292141	NA	39.18883586395384	0.05	0.8073238034006663	0.1463706767572618
Wuttke2019egfr	covidhgi2020A2v6alleur	5e-8	0.018664473682861213	765286	1388208	195	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.21280633719754155	0.1062042030451491	0.04509718501024626	FALSE	TRUE	0.8083126621548856	NA	74.62359039818594	0.05	5.223483316681495	0.6276209633734762
Wuttke2019egfr	covidhgi2020B2v6alleur	5e-8	0.018664473682861213	765286	1388208	195	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.10125540256722367	0.06354646800884345	0.11106886129623558	FALSE	TRUE	0.9037021955481459	NA	74.62359039818594	0.05	3.185616309053443	0.43057724838678335
Wuttke2019egfr	covidhgi2020C2v6alleur	5e-8	0.018664473682861213	765286	1388208	195	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.00407234520461795	0.02260178715636158	0.8570128153931966	FALSE	TRUE	0.9959359355486059	NA	74.62359039818594	0.05	0.028036749211651685	0.05321786954456864
Wuttke2019egfr	covidhgi2020C2v6alleur	5e-8	0.01856579403766007	765286	1388208	193	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.003983570018182623	0.02266484755140965	0.8604826200939644	TRUE	TRUE	0.9960243538715804	NA	74.99092139964587	0.05	0.026687892179960194	0.05306277305797291
Wuttke2019ckd	covidhgi2020A2v6alleur	5e-8	0.0020727479544337783	659525	1388208	22	0.005504218388022544	Inverse variance weighted (fixed effects)	0.45884334276512684	0.3258246584220472	0.1590563581552748	FALSE	TRUE	1.5822428135821485	NA	62.264577933134845	0.05	5.315330031824736	0.6351642369774886
Wuttke2019ckd	covidhgi2020B2v6alleur	5e-8	0.0020727479544337783	659525	1388208	22	0.013402170279958046	Inverse variance weighted (fixed effects)	0.19106924989270235	0.19232672971996956	0.32048498085854044	FALSE	TRUE	1.2105432791709516	NA	62.264577933134845	0.05	1.6780496687575974	0.2537295312814034
Wuttke2019ckd	covidhgi2020C2v6alleur	5e-8	0.0020727479544337783	659525	1388208	22	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.03899360344244241	0.06806696534758884	0.5667319127022519	FALSE	TRUE	0.9617568610598094	NA	62.264577933134845	0.05	0.27706387407046495	0.08229724133653338
Nikpay2015cad	covidhgi2020A2v6alleur	5e-8	0.013112579900487044	184305	1388208	39	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.046572093741337944	0.12348391202489058	0.7060613150347623	FALSE	TRUE	0.9544957449200688	NA	62.77674288682259	0.05	0.2064276243982424	0.0739648432436184
Nikpay2015cad	covidhgi2020A2v6alleur	5e-8	0.012865195287014776	184305	1388208	38	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.1407326583378478	0.12454956094447849	0.25850445981095693	TRUE	TRUE	0.8687215261127293	NA	63.1977374113115	0.05	1.6874287914148274	0.25488021374672376
Nikpay2015cad	covidhgi2020B2v6alleur	5e-8	0.013112579900487044	184305	1388208	39	0.013402170279958046	Inverse variance weighted (fixed effects)	0.07956707052574472	0.07434499935923262	0.2845108191953525	FALSE	TRUE	1.0828181822787601	NA	62.77674288682259	0.05	1.647347106955539	0.24996039310655216
Nikpay2015cad	covidhgi2020B2v6alleur	5e-8	0.012865195287014776	184305	1388208	38	0.013402170279958046	Inverse variance weighted (fixed effects)	0.0039679401583912035	0.07505827963799087	0.957839639002623	TRUE	TRUE	1.0039758228555167	NA	63.1977374113115	0.05	0.0037324506529974686	0.05042766484608663
Nikpay2015cad	covidhgi2020C2v6alleur	5e-8	0.013112579900487044	184305	1388208	39	0.07043829166810738	Inverse variance weighted (fixed effects)	0.015399224984759128	0.0266284043489692	0.5630611191184284	FALSE	TRUE	1.0155184040188938	NA	62.77674288682259	0.05	0.28640575812607266	0.08340372098818738
Nikpay2015cad	covidhgi2020C2v6alleur	5e-8	0.012865195287014776	184305	1388208	38	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.036767792301399996	0.02689366207976598	0.1715768699832715	TRUE	TRUE	0.9638999343495585	NA	63.1977374113115	0.05	1.5318727218096113	0.235755304347411
Shah2020heartfailure	covidhgi2020A2v6alleur	5e-8	4.2368438820743003e-4	977323	1388208	10	0.005504218388022544	Inverse variance weighted (fixed effects)	0.1783548312088272	0.6917125154432283	0.796526290544559	FALSE	TRUE	1.1952493577741217	NA	41.42473469415353	0.05	0.12249893428099468	0.06414780954353372
Shah2020heartfailure	covidhgi2020A2v6alleur	5e-8	3.031906319327354e-4	977323	1388208	8	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.2504117731509118	0.8433022300483053	0.7665108604336762	TRUE	TRUE	0.7784801598355774	NA	37.050289457762666	0.05	0.11336287462993111	0.06308499842112203
Shah2020heartfailure	covidhgi2020B2v6alleur	5e-8	4.2368438820743003e-4	977323	1388208	10	0.013402170279958046	Inverse variance weighted (fixed effects)	0.8938453687382839	0.4141685158350968	0.030914747752227113	FALSE	TRUE	2.444511649785616	NA	41.42473469415353	0.05	16.043050477462526	0.9795929570115969
Shah2020heartfailure	covidhgi2020B2v6alleur	5e-8	3.878624949628589e-4	977323	1388208	9	0.013402170279958046	Inverse variance weighted (fixed effects)	0.016946804382785348	0.4331127953938303	0.968788398171143	TRUE	TRUE	1.0170912160911427	NA	42.13445999229169	0.05	0.0020787214057639168	0.050238152703174
Shah2020heartfailure	covidhgi2020C2v6alleur	5e-8	4.2368438820743003e-4	977323	1388208	10	0.07043829166810738	Inverse variance weighted (fixed effects)	0.597315119817601	0.14815659640303078	5.538730031210564e-5	FALSE	TRUE	1.8172331913057282	NA	41.42473469415353	0.05	23.932256120799924	0.9983165896252203
Shah2020heartfailure	covidhgi2020C2v6alleur	5e-8	3.0570345711259213e-4	977323	1388208	7	0.07043829166810738	Inverse variance weighted (fixed effects)	0.20331706334426206	0.17488886084553296	0.24501208497993207	TRUE	TRUE	1.2254609554055094	NA	42.694276671976546	0.05	1.3730987765314522	0.216167160323113
Olafsdottir2020asthma	covidhgi2020A2v6alleur	5e-8	0.007408557771484119	771388	1388208	84	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.23414337635939317	0.16354014705369904	0.15222453569324515	FALSE	TRUE	0.7912483614529948	NA	68.53444178581874	0.05	2.4595125615189666	0.3478562485125042
Olafsdottir2020asthma	covidhgi2020B2v6alleur	5e-8	0.007475030441282777	771388	1388208	85	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.09821416793440335	0.09769622950690607	0.31475168384647995	FALSE	TRUE	0.906454749422533	NA	68.34032755142933	0.05	1.2038331611791477	0.19524901799338312
Olafsdottir2020asthma	covidhgi2020C2v6alleur	5e-8	0.007475030441282777	771388	1388208	85	0.07043829166810738	Inverse variance weighted (fixed effects)	-9.454162317985581e-4	0.0351779100500227	0.9785592089766953	FALSE	TRUE	0.999055030533323	NA	68.34032755142933	0.05	6.068033124619628e-4	0.05006951241716695
Allen2020ipf	covidhgi2020A2v6alleur	5e-8	0.1428965851146005	11259	1388208	15	0.005504218388022544	Inverse variance weighted (fixed effects)	0.06424624753163467	0.040746125496613904	0.11485422346607262	FALSE	TRUE	1.0663549537086219	NA	124.9624629919572	0.05	4.777657108767469	0.58934671233251
Allen2020ipf	covidhgi2020A2v6alleur	5e-8	0.041406462124918685	11259	1388208	9	0.005504218388022544	Inverse variance weighted (fixed effects)	0.13760292105332	0.06787617827262003	0.04263543856869805	TRUE	TRUE	1.1475198038415064	NA	53.988969144165786	0.05	6.837047302311617	0.7437076038410859
Allen2020ipf	covidhgi2020B2v6alleur	5e-8	0.1428965851146005	11259	1388208	15	0.013402170279958046	Inverse variance weighted (fixed effects)	0.02325586449239057	0.02409293486491385	0.3344163017391431	FALSE	TRUE	1.0235283906187063	NA	124.9624629919572	0.05	1.4511270929411941	0.2258000209440315
Allen2020ipf	covidhgi2020B2v6alleur	5e-8	0.04877460400977583	11259	1388208	9	0.013402170279958046	Inverse variance weighted (fixed effects)	0.0674279233125216	0.03852442972438974	0.08007276604042987	TRUE	TRUE	1.0697531525554695	NA	64.08873845121853	0.05	4.348180228542944	0.5498692895689824
Allen2020ipf	covidhgi2020C2v6alleur	5e-8	0.1428965851146005	11259	1388208	15	0.07043829166810738	Inverse variance weighted (fixed effects)	0.020286282824984764	0.008630809145154525	0.018750741439540867	FALSE	TRUE	1.020493447959179	NA	124.9624629919572	0.05	5.439418619761958	0.6451711688734603
Allen2020ipf	covidhgi2020C2v6alleur	5e-8	0.06693979248299217	11259	1388208	13	0.07043829166810738	Inverse variance weighted (fixed effects)	0.029795161020942734	0.011950084902931347	0.012656143486700007	TRUE	TRUE	1.0302434783157655	NA	62.05700342947352	0.05	5.542005272235307	0.6532848286507862
Linner2019risk	covidhgi2020A2v6alleur	5e-8	0.002083926766737504	466571	1388208	26	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.17111214395658803	0.3133066976716377	0.584963510345432	FALSE	TRUE	0.8427270614252496	NA	37.47207095400391	0.05	0.3924232597132138	0.09602865800667326
Linner2019risk	covidhgi2020A2v6alleur	5e-8	0.001996879555057568	466571	1388208	25	0.005504218388022544	Inverse variance weighted (fixed effects)	0.07916207095303163	0.3205236120353598	0.8049257565351357	TRUE	TRUE	1.0823797301700626	NA	37.33993022382455	0.05	0.10288880057164534	0.06186799631152695
Linner2019risk	covidhgi2020B2v6alleur	5e-8	0.002083926766737504	466571	1388208	26	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.12288182869917363	0.1891463782686431	0.5159084765814688	FALSE	TRUE	0.884368163322473	NA	37.47207095400391	0.05	0.5131345640744875	0.11053992890876752
Linner2019risk	covidhgi2020C2v6alleur	5e-8	0.002083926766737504	466571	1388208	26	0.07043829166810738	Inverse variance weighted (fixed effects)	0.11158475741121675	0.06751229318957395	0.09837024959683062	FALSE	TRUE	1.1180485028864349	NA	37.47207095400391	0.05	2.598617556036308	0.3641193245809867
Demontis2018adhd	covidhgi2020A2v6alleur	5e-8	0.005910282416542123	53293	1388208	9	0.005504218388022544	Inverse variance weighted (fixed effects)	0.3196336400459627	0.18139480752694528	0.07805440582867344	FALSE	TRUE	1.376623332279006	NA	35.198877305690054	0.05	6.3491126053694655	0.7121891771284077
Demontis2018adhd	covidhgi2020B2v6alleur	5e-8	0.005910282416542123	53293	1388208	9	0.013402170279958046	Inverse variance weighted (fixed effects)	0.19027734739789368	0.10885970234765906	0.0804790003731748	FALSE	TRUE	1.20958502639956	NA	35.198877305690054	0.05	4.741471207979637	0.5861191025749122
Demontis2018adhd	covidhgi2020B2v6alleur	5e-8	0.004241025745815827	53293	1388208	7	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.1301042802995763	0.12787559255033484	0.3089496001597237	TRUE	TRUE	0.8780038676401745	NA	32.4207912483549	0.05	1.1626257425061066	0.19015600397951726
Demontis2018adhd	covidhgi2020C2v6alleur	5e-8	0.005910282416542123	53293	1388208	9	0.07043829166810738	Inverse variance weighted (fixed effects)	0.02586812712051468	0.03831759829322097	0.4996136178392085	FALSE	TRUE	1.0262056108611097	NA	35.198877305690054	0.05	0.367583506876868	0.09305989748296917
Grove2019asd	covidhgi2020A2v6alleur	5e-6	0.018202396904747963	46351	1388208	35	0.005504218388022544	Inverse variance weighted (fixed effects)	0.03227083655484859	0.10865074268433764	0.766455505464126	FALSE	TRUE	1.032797186661334	NA	24.533541041324597	0.05	0.1487307193039971	0.0672058838925238
Grove2019asd	covidhgi2020B2v6alleur	5e-6	0.018805701702618145	46351	1388208	36	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.009717917081761875	0.06386844030999686	0.879064505793873	FALSE	TRUE	0.9903291492886923	NA	24.657231786201873	0.05	0.032292513819811804	0.05370739873771346
Grove2019asd	covidhgi2020C2v6alleur	5e-6	0.018202396904747963	46351	1388208	35	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.008506948610155376	0.0229969231270216	0.7114444705249988	FALSE	TRUE	0.991529133089626	NA	24.533541041324597	0.05	0.11886290523560339	0.06372468347040683
Ripke2014scz	covidhgi2020A2v6alleur	5e-8	0.04258950466233663	77096	1388208	79	0.005504218388022544	Inverse variance weighted (fixed effects)	0.02626441704964204	0.07034133420209052	0.7088617316641423	FALSE	TRUE	1.0266123664011468	NA	43.366889415860456	0.05	0.22913803465294555	0.0766371107832946
Ripke2014scz	covidhgi2020B2v6alleur	5e-8	0.04258950466233663	77096	1388208	79	0.013402170279958046	Inverse variance weighted (fixed effects)	0.017131905078527573	0.041847009744704664	0.6822507109550787	FALSE	TRUE	1.0172794978078752	NA	43.366889415860456	0.05	0.2333110128179059	0.07712883578679464
Ripke2014scz	covidhgi2020C2v6alleur	5e-8	0.04258950466233663	77096	1388208	79	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.01431980643552106	0.014861717840032238	0.33527839519251657	FALSE	TRUE	0.9857822343439131	NA	43.366889415860456	0.05	0.7841207400543879	0.14352601334762793
Stahl2019bip	covidhgi2020A2v6alleur	5e-8	0.007739869229176656	51710	1388208	12	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.1018476694978178	0.16428272510158987	0.5352883250155335	FALSE	TRUE	0.9031671210917115	NA	33.604092913108026	0.05	0.5521001221167403	0.11525135847434209
Stahl2019bip	covidhgi2020B2v6alleur	5e-8	0.007739869229176656	51710	1388208	12	0.013402170279958046	Inverse variance weighted (fixed effects)	0.13684354541131774	0.09808121685858685	0.16295359555203964	FALSE	TRUE	1.146648736029452	NA	33.604092913108026	0.05	3.0442314798894947	0.4149148651719684
Stahl2019bip	covidhgi2020C2v6alleur	5e-8	0.007739869229176656	51710	1388208	12	0.07043829166810738	Inverse variance weighted (fixed effects)	0.014608324243958453	0.03456383242378706	0.672552319753771	FALSE	TRUE	1.014715547292699	NA	33.604092913108026	0.05	0.15203176213345382	0.06759138841866796
Astel2016rbc	covidhgi2020A2v6alleur	5e-8	0.0914692234720952	173480	1388208	173	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.2126499764280719	0.04972418536251475	1.8977746757781233e-5	FALSE	TRUE	0.8084390604263202	NA	100.85625642294471	0.05	25.565000228765403	0.9990199768313255
Astel2016rbc	covidhgi2020A2v6alleur	5e-8	0.08976349608654366	173480	1388208	172	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.17089409306857267	0.0501976011604043	6.630290185044604e-4	TRUE	TRUE	0.8429108388450345	NA	99.36493855364272	0.05	16.86380098259398	0.9840871067727999
Astel2016rbc	covidhgi2020B2v6alleur	5e-8	0.09200935200579616	173480	1388208	173	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.09423817098696356	0.02937880801073639	0.0013380465620533952	FALSE	TRUE	0.9100659851129042	NA	101.51216543342865	0.05	13.69442739558806	0.959126153713686
Astel2016rbc	covidhgi2020B2v6alleur	5e-8	0.08940733514353141	173480	1388208	171	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.045234520600772356	0.029799476258063545	0.1290235722460031	TRUE	TRUE	0.9557733070171572	NA	99.5110945213857	0.05	3.2139428813281827	0.4336872445488973
Astel2016rbc	covidhgi2020C2v6alleur	5e-8	0.09259918434147629	173480	1388208	173	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.04808932817357021	0.010430253929826412	4.015826335267373e-6	FALSE	TRUE	0.9530486491798001	NA	102.22932456458737	0.05	18.680365471829795	0.990914494314608
Astel2016rbc	covidhgi2020C2v6alleur	5e-8	0.09063887947661144	173480	1388208	171	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.02109465757382995	0.010555380899257056	0.04566526224856889	TRUE	TRUE	0.9791262784648153	NA	101.01843728563017	0.05	3.6003634364162367	0.475138980753922
Astel2016wbc	covidhgi2020A2v6alleur	5e-8	0.06784382211456479	173480	1388208	161	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.04456539352220573	0.0557056196550133	0.4237014594059672	FALSE	TRUE	0.9564130548302766	NA	78.35007515296901	0.05	0.9799168931194315	0.16759870388229925
Astel2016wbc	covidhgi2020A2v6alleur	5e-8	0.06271752230658517	173480	1388208	159	0.005504218388022544	Inverse variance weighted (fixed effects)	0.05432747434244116	0.058229837266697115	0.35082851454697506	TRUE	TRUE	1.0558303028820972	NA	72.94070404546564	0.05	1.4846447029234267	0.2299343401008992
Astel2016wbc	covidhgi2020B2v6alleur	5e-8	0.06855349064392241	173480	1388208	161	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.03922099555690207	0.03328004304775063	0.23859176747320246	FALSE	TRUE	0.9615381899965568	NA	79.22996182176712	0.05	1.8634390491698003	0.2764020037273094
Astel2016wbc	covidhgi2020B2v6alleur	5e-8	0.06785916282591337	173480	1388208	159	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.024086345060139673	0.03345668794358916	0.4715704568807198	TRUE	TRUE	0.9762014159488162	NA	79.35577157672219	0.05	0.7059288029264289	0.13396012411359637
Astel2016wbc	covidhgi2020C2v6alleur	5e-8	0.06872996929794074	173480	1388208	162	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.03733680871222786	0.011814341926866579	0.0015760933521221708	FALSE	TRUE	0.9633516154845284	NA	78.95809675606043	0.05	8.434918945471761	0.8274998519665073
Astel2016wbc	covidhgi2020C2v6alleur	5e-8	0.06822664335801885	173480	1388208	161	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.02302196973470376	0.011862067232545456	0.05228182855656108	TRUE	TRUE	0.9772410138116182	NA	78.82455181113826	0.05	3.222624801190922	0.4346385408608039
Astel2016plt	covidhgi2020A2v6alleur	5e-8	0.1261561932183526	173480	1388208	215	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.01721497283992056	0.0407601115146232	0.6727706465582541	FALSE	TRUE	0.9829323581605137	NA	116.34417369237214	0.05	0.27931294071460205	0.08256353426303553
Astel2016plt	covidhgi2020B2v6alleur	5e-8	0.12647480940909883	173480	1388208	216	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.029648528260549926	0.024502815150923066	0.22627698347130007	FALSE	TRUE	0.9707866776759742	NA	116.13969432838734	0.05	1.982808662479241	0.29090690241519546
Astel2016plt	covidhgi2020C2v6alleur	5e-8	0.12626981111323315	173480	1388208	215	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.018520962282955022	0.00868046351232562	0.03287246755925346	FALSE	TRUE	0.9816494967615993	NA	116.46409751423906	0.05	3.874985813156231	0.5034474292529383
